studio,bom_domestic_gross,bom_foreign_gross,title_clean,release_date_x,tn_production_budget,profit,roi,runtime_minutes,genres,averagerating,numvotes,genre_ids,original_language,popularity,vote_average,vote_count,release_year,roi_abs,bom_worldwide_gross
Bv,21400000.0,17600000.0,Mars Needs Moms,2011-03-11,150000000.0,-110450242.0,-0.7363349466666667,88.0,"['Adventure', 'Animation', 'Family']",5.4,19823,"[12, 16, 10751]",En,8.852,5.7,299.0,2011,0.7363349466666667,39000000.0
Uni.,21300000.0,17200000.0,Dream House,2011-09-30,50000000.0,-8357834.0,-0.16715668,84.0,"['Drama', 'Mystery', 'Thriller']",6.0,59714,"[18, 53, 9648]",En,9.047,6.0,670.0,2011,0.16715668,38500000.0
Tris,37300000.0,415000.0,Jumping The Broom,2011-05-06,7000000.0,31158601.0,4.4512287142857145,112.0,"['Comedy', 'Drama']",5.7,9089,[35],En,8.477,6.0,103.0,2011,4.4512287142857145,37715000.0
Fd,24000000.0,12900000.0,Don'T Be Afraid Of The Dark,2011-08-26,25000000.0,14126427.0,0.56505708,99.0,"['Fantasy', 'Horror', 'Thriller']",5.6,44490,"[14, 27, 53]",En,8.405,5.5,550.0,2011,0.56505708,36900000.0
Wb,35100000.0,326000.0,A Very Harold & Kumar 3D Christmas,2011-11-04,20000000.0,16265745.0,0.81328725,90.0,"['Adventure', 'Comedy']",6.3,62151,,,,,,2011,0.81328725,35426000.0
Wein.,14600000.0,20500000.0,My Week With Marilyn,2011-11-23,10000000.0,24240572.0,2.4240572,99.0,"['Biography', 'Drama']",7.0,79337,[18],En,12.081,6.7,741.0,2011,2.4240572,35100000.0
Fox,30400000.0,4500000.0,The Sitter,2011-12-09,25000000.0,13749404.0,0.54997616,81.0,['Comedy'],5.7,65575,[35],En,11.571,5.4,472.0,2011,0.54997616,34900000.0
Tris,34500000.0,0.0,Courageous,2011-09-30,2000000.0,33185884.0,16.592942,129.0,['Drama'],7.0,17586,[18],En,7.406,7.0,128.0,2011,16.592942,34500000.0
Wein.,9700000.0,20900000.0,I Don'T Know How She Does It,2011-09-16,24000000.0,474463.0,0.019769291666666668,89.0,"['Comedy', 'Romance']",4.9,18552,"[10749, 35]",En,8.271,5.2,231.0,2011,0.019769291666666668,30600000.0
Fox,14000000.0,16399999.0,What'S Your Number?,2011-09-30,20000000.0,10163785.0,0.50818925,106.0,"['Comedy', 'Romance']",6.1,67922,"[35, 10749]",En,10.391,6.4,1271.0,2011,0.50818925,30399999.0
Sum.,10700000.0,18200000.0,Drive Angry,2011-02-25,50000000.0,-8957417.0,-0.17914834,104.0,"['Action', 'Fantasy', 'Thriller']",5.4,90203,"[14, 53, 28, 80]",En,14.096,5.3,959.0,2011,0.17914834,28900000.0
Spc,5700000.0,21800000.0,A Dangerous Method,2011-11-23,20000000.0,-5192469.0,-0.25962345,99.0,"['Biography', 'Drama', 'Romance']",6.4,93259,"[18, 53]",En,10.352,6.3,1066.0,2011,0.25962345,27500000.0
Focus,19500000.0,7600000.0,The Eagle,2011-02-11,25000000.0,13993548.0,0.55974192,114.0,"['Action', 'Adventure', 'Drama']",6.2,61475,"[12, 18]",En,8.443,6.1,694.0,2011,0.55974192,27100000.0
W/Dim.,17700000.0,7900000.0,Apollo 18,2011-09-02,5000000.0,21517819.0,4.3035638,86.0,"['Horror', 'Mystery', 'Sci-Fi']",5.2,51427,"[27, 53, 878]",En,8.384,5.0,486.0,2011,4.3035638,25600000.0
Ratt.,5100000.0,20000000.0,Biutiful,2011-01-28,35000000.0,-10312476.0,-0.2946421714285714,148.0,"['Drama', 'Romance']",7.5,80382,[18],Es,7.697,7.2,546.0,2011,0.2946421714285714,25100000.0
Uni.,21600000.0,3300000.0,Your Highness,2011-04-08,50000000.0,-23878362.0,-0.47756724,102.0,"['Adventure', 'Comedy', 'Fantasy']",5.5,92940,"[14, 18, 28, 35, 878]",En,0.6,3.0,4.0,2011,0.47756724,24900000.0
Uni.,21600000.0,3300000.0,Your Highness,2011-04-08,50000000.0,-23878362.0,-0.47756724,102.0,"['Adventure', 'Comedy', 'Fantasy']",5.5,92940,"[35, 12, 14]",En,12.254,5.3,735.0,2011,0.47756724,24900000.0
Wein.,24800000.0,0.0,Our Idiot Brother,2011-08-26,5000000.0,20861249.0,4.1722498,90.0,"['Comedy', 'Drama']",6.4,80738,"[35, 18]",En,8.523,6.1,527.0,2011,4.1722498,24800000.0
Fd,13100000.0,10800000.0,The Rum Diary,2011-10-28,45000000.0,-23455268.0,-0.5212281777777777,119.0,"['Comedy', 'Drama']",6.2,94787,"[18, 35]",En,12.011,5.7,652.0,2011,0.5212281777777777,23900000.0
Lgf,13700000.0,9400000.0,Warrior,2011-09-09,25000000.0,-784615.0,-0.0313846,140.0,"['Drama', 'Sport']",8.2,403755,[18],En,15.478,7.8,2189.0,2011,0.0313846,23100000.0
Par.,16300000.0,6600000.0,Young Adult,2011-12-09,12000000.0,10750356.0,0.895863,94.0,"['Comedy', 'Drama']",6.3,74071,"[35, 18]",En,8.335,5.7,603.0,2011,0.895863,22900000.0
Spc,5400000.0,14200000.0,The Guard,2011-07-29,6000000.0,15197454.0,2.532909,96.0,"['Comedy', 'Crime', 'Thriller']",7.3,75183,"[28, 35, 53, 80]",En,10.177,6.9,563.0,2011,2.532909,19600000.0
Ratt.,5400000.0,14200000.0,Margin Call,2011-10-21,3400000.0,17033227.0,5.009772647058823,107.0,"['Drama', 'Thriller']",7.1,107264,"[53, 18]",En,9.498,6.8,856.0,2011,5.009772647058823,19600000.0
Foxs,3900000.0,13800000.0,Shame,2011-12-02,6500000.0,13912841.0,2.1404370769230767,101.0,['Drama'],7.2,171353,[18],En,13.152,7.0,1607.0,2011,2.1404370769230767,17700000.0
Foxs,3900000.0,13800000.0,Shame,2011-12-02,6500000.0,13912841.0,2.1404370769230767,101.0,['Drama'],7.2,171353,[18],Ru,1.4,6.5,2.0,2011,2.1404370769230767,17700000.0
Foxs,3900000.0,13800000.0,Shame,2011-12-02,6500000.0,13912841.0,2.1404370769230767,101.0,['Drama'],7.2,171353,"[10752, 18]",Sv,7.642,7.8,77.0,2011,2.1404370769230767,17700000.0
Ratt.,164000.0,16600000.0,The Last Godfather,2011-04-01,13400000.0,-13235753.0,-0.9877427611940298,100.0,"['Comedy', 'Crime', 'Romance']",3.7,1071,"[28, 35, 53]",Ko,1.4,4.9,9.0,2011,0.9877427611940298,16764000.0
Magn.,3000000.0,12900000.0,Melancholia,2011-11-11,9400000.0,12417298.0,1.3209891489361703,135.0,"['Drama', 'Sci-Fi']",7.2,153434,"[18, 878]",Da,11.123,7.1,1642.0,2011,1.3209891489361703,15900000.0
Ratt.,11500000.0,3900000.0,The Conspirator,2011-04-15,25000000.0,-9092589.0,-0.36370356,122.0,"['Crime', 'Drama', 'History']",6.9,26416,"[80, 18, 36]",En,6.493,6.5,226.0,2011,0.36370356,15400000.0
Sony,4500000.0,10900000.0,Anonymous,2011-10-28,27500000.0,-11684491.0,-0.42489058181818185,130.0,"['Drama', 'Thriller']",6.9,37932,"[18, 36, 53]",En,8.114,6.4,434.0,2011,0.42489058181818185,15400000.0
Focus,5800000.0,8500000.0,Beginners,2011-06-03,3200000.0,11114407.0,3.4732521875,105.0,"['Comedy', 'Drama', 'Romance']",7.2,83770,"[18, 10749, 35]",En,10.322,6.9,532.0,2011,3.4732521875,14300000.0
Foxs,1300000.0,10000000.0,Snow Flower And The Secret Fan,2011-07-15,6000000.0,5348205.0,0.8913675,104.0,"['Drama', 'History']",6.1,3429,"[18, 36]",En,4.519,5.9,39.0,2011,0.8913675,11300000.0
Jan.,612000.0,9900000.0,Le Havre,2011-10-21,5500000.0,7980196.0,1.4509447272727272,93.0,"['Comedy', 'Drama']",7.2,18490,"[18, 35]",Fr,5.973,6.9,169.0,2011,1.4509447272727272,10512000.0
Bv,10100000.0,0.0,Prom,2011-04-29,8000000.0,2763183.0,0.345397875,104.0,"['Comedy', 'Drama', 'Family']",5.4,14279,"[35, 10749]",En,6.911,6.0,276.0,2011,0.345397875,10100000.0
Magn.,708000.0,8500000.0,Point Blank,1967-09-18,3000000.0,-3000000.0,-1.0,81.0,"['Action', 'Crime', 'Drama']",6.8,12706,"[28, 53, 80]",Fr,6.021,6.6,230.0,1967,1.0,9208000.0
Fox,7200000.0,244000.0,The Big Year,2011-10-14,41000000.0,-33315476.0,-0.8125725853658536,100.0,['Comedy'],6.2,39522,[35],En,7.077,5.8,393.0,2011,0.8125725853658536,7444000.0
Sum.,971000.0,6300000.0,The Beaver,2011-05-06,21000000.0,-15953962.0,-0.7597124761904762,91.0,['Drama'],6.7,45173,[18],En,7.357,6.3,464.0,2011,0.7597124761904762,7271000.0
Rela.,6900000.0,0.0,Take Me Home Tonight,2011-03-04,19000000.0,-11423396.0,-0.6012313684210526,97.0,"['Comedy', 'Drama', 'Romance']",6.3,48393,"[35, 18, 10749]",En,11.321,6.1,339.0,2011,0.6012313684210526,6900000.0
Foxs,6900000.0,0.0,Cedar Rapids,2011-02-11,10000000.0,-2137869.0,-0.2137869,87.0,['Comedy'],6.3,34759,[35],En,7.694,6.0,206.0,2011,0.2137869,6900000.0
Osci.,1700000.0,4300000.0,We Need To Talk About Kevin,2012-01-13,7000000.0,3765283.0,0.5378975714285714,112.0,"['Drama', 'Mystery', 'Thriller']",7.5,123619,"[18, 53]",En,11.964,7.6,1306.0,2012,0.5378975714285714,6000000.0
Osci.,1700000.0,4300000.0,We Need To Talk About Kevin,2012-01-13,7000000.0,3765283.0,0.5378975714285714,112.0,"['Drama', 'Mystery', 'Thriller']",7.5,123619,"[18, 53]",En,11.964,7.6,1306.0,2012,0.5378975714285714,6000000.0
Sgem,1000000.0,4800000.0,Attack The Block,2011-07-29,13000000.0,-6540817.0,-0.5031397692307692,88.0,"['Action', 'Comedy', 'Sci-Fi']",6.7,93868,"[28, 35, 878]",En,9.612,6.4,1144.0,2011,0.5031397692307692,5800000.0
Omni/Fsr,1200000.0,3400000.0,Dylan Dog: Dead Of Night,2011-04-29,20000000.0,-13906275.0,-0.69531375,107.0,"['Action', 'Comedy', 'Crime']",5.1,14120,"[28, 35, 27, 9648, 878, 53]",En,7.508,4.4,243.0,2011,0.69531375,4600000.0
Parv,3400000.0,336000.0,Like Crazy,2011-10-28,250000.0,3478400.0,13.9136,86.0,"['Drama', 'Romance']",6.7,55841,"[18, 10749]",En,10.091,6.5,638.0,2011,13.9136,3736000.0
Foxs,3000000.0,548000.0,Martha Marcy May Marlene,2011-10-21,1000000.0,4438911.0,4.438911,102.0,"['Drama', 'Mystery', 'Thriller']",6.9,45873,"[18, 53]",En,9.477,6.7,413.0,2011,4.438911,3548000.0
Rela.,539000.0,2800000.0,Machine Gun Preacher,2011-09-23,30000000.0,-26278012.0,-0.8759337333333334,129.0,"['Action', 'Biography', 'Crime']",6.8,60074,"[28, 53, 80]",En,9.12,6.5,477.0,2011,0.8759337333333334,3339000.0
Spc,1700000.0,1400000.0,Take Shelter,2011-09-30,4750000.0,222016.0,0.04674021052631579,121.0,"['Drama', 'Horror', 'Thriller']",7.4,83200,"[53, 18]",En,11.236,7.2,787.0,2011,0.04674021052631579,3100000.0
Ratt.,2700000.0,0.0,Everything Must Go,2011-05-13,5000000.0,-2178990.0,-0.435798,97.0,"['Comedy', 'Drama']",6.4,45799,"[35, 18, 10749]",En,7.493,6.0,301.0,2011,0.435798,2700000.0
Ifc,230000.0,1600000.0,Brighton Rock,2011-08-26,11000000.0,-10770347.0,-0.9791224545454545,111.0,"['Crime', 'Drama', 'Thriller']",5.7,5784,"[18, 53, 80]",En,4.749,6.0,57.0,2011,0.9791224545454545,1830000.0
Foxs,1300000.0,456000.0,Another Earth,2011-07-22,175000.0,1927779.0,11.01588,92.0,"['Drama', 'Romance', 'Sci-Fi']",7.0,85839,"[18, 878]",En,10.03,6.7,853.0,2011,11.01588,1756000.0
Sum.,1800000.0,0.0,A Better Life,2011-06-24,10000000.0,-8115749.0,-0.8115749,98.0,"['Drama', 'Romance']",7.2,14602,[18],En,5.885,7.1,97.0,2011,0.8115749,1800000.0
Sum.,1800000.0,0.0,A Better Life,2011-06-24,10000000.0,-8115749.0,-0.8115749,98.0,"['Drama', 'Romance']",7.2,14602,[99],En,0.6,10.0,1.0,2011,0.8115749,1800000.0
Foxs,1400000.0,0.0,The Art Of Getting By,2011-06-17,4000000.0,-2010965.0,-0.50274125,83.0,"['Drama', 'Romance']",6.6,53682,"[18, 10749]",En,8.695,6.5,752.0,2011,0.50274125,1400000.0
Lgf,1400000.0,0.0,The Devil'S Double,2011-07-29,19100000.0,-13134354.0,-0.6876625130890053,109.0,"['Biography', 'Drama', 'Thriller']",7.1,58342,"[18, 28, 53, 80, 10752]",En,7.505,6.7,291.0,2011,0.6876625130890053,1400000.0
Smod,1100000.0,0.0,Red State,2011-09-23,4000000.0,-2016404.0,-0.504101,88.0,"['Action', 'Crime', 'Horror']",6.2,59266,"[27, 28, 53]",En,7.816,6.1,472.0,2011,0.504101,1100000.0
Gold.,1100000.0,0.0,There Be Dragons,2011-05-06,36000000.0,-31979010.0,-0.8883058333333334,122.0,"['Biography', 'Drama', 'War']",5.8,4326,"[18, 10752]",En,7.058,5.1,93.0,2011,0.8883058333333334,1100000.0
Osci.,978000.0,0.0,Meek'S Cutoff,2011-04-08,2000000.0,-130072.0,-0.065036,104.0,"['Drama', 'Western']",6.6,10439,"[18, 37]",En,7.309,6.5,113.0,2011,0.065036,978000.0
Wein.,468000.0,397000.0,Submarine,2011-06-03,1900000.0,2681937.0,1.4115457894736843,97.0,"['Comedy', 'Drama', 'Romance']",7.3,79810,"[18, 35, 10749]",En,7.412,7.4,770.0,2011,1.4115457894736843,865000.0
Spc,842000.0,0.0,Higher Ground,2011-08-23,1800000.0,-957307.0,-0.5318372222222222,109.0,['Drama'],6.3,2869,"[18, 53]",En,4.545,5.9,21.0,2011,0.5318372222222222,842000.0
Magn.,703000.0,0.0,Hobo With A Shotgun,2011-05-06,3000000.0,-2165047.0,-0.7216823333333333,86.0,"['Action', 'Comedy', 'Horror']",6.1,41633,"[80, 28, 53]",En,8.844,5.9,300.0,2011,0.7216823333333333,703000.0
Magn.,201000.0,423000.0,Blackthorn,2011-10-07,4500000.0,-3282693.0,-0.7294873333333334,102.0,"['Action', 'Adventure', 'Western']",6.6,8553,"[12, 28, 37]",En,7.548,6.7,111.0,2011,0.7294873333333334,624000.0
Ratt.,569000.0,0.0,The Future,2011-07-29,1000000.0,239174.0,0.239174,91.0,"['Drama', 'Fantasy', 'Romance']",6.2,7648,"[35, 18]",En,3.836,5.8,38.0,2011,0.239174,569000.0
Ratt.,569000.0,0.0,The Future,2011-07-29,1000000.0,239174.0,0.239174,91.0,"['Drama', 'Fantasy', 'Romance']",6.2,7648,[18],It,2.336,5.8,11.0,2011,0.239174,569000.0
Foxs,564000.0,0.0,Dum Maaro Dum,2011-04-22,5200000.0,6433427.0,1.2371975,128.0,"['Action', 'Crime', 'Drama']",6.2,3616,"[18, 28, 80]",Hi,1.491,5.4,16.0,2011,1.2371975,564000.0
Ratt.,454000.0,0.0,Circumstance,2011-08-26,900000.0,58978.0,0.06553111111111111,107.0,['Drama'],5.9,7055,[18],Fa,2.86,6.9,45.0,2011,0.06553111111111111,454000.0
Ifc,25400.0,427000.0,The Other Woman,2014-04-25,40000000.0,155111193.0,3.877779825,109.0,"['Comedy', 'Romance']",6.0,122889,[18],En,9.15,6.2,220.0,2014,3.877779825,452400.0
Ifc,25400.0,427000.0,The Other Woman,2014-04-25,40000000.0,155111193.0,3.877779825,109.0,"['Comedy', 'Romance']",6.0,122889,"[35, 10749]",En,11.894,6.3,2276.0,2014,3.877779825,452400.0
Ifc,25400.0,427000.0,The Other Woman,2014-04-25,40000000.0,155111193.0,3.877779825,109.0,"['Comedy', 'Romance']",6.0,122889,"[18, 35, 10749]",Fr,6.359,4.9,60.0,2014,3.877779825,452400.0
Whe,383000.0,0.0,Hesher,2011-05-13,7000000.0,-6617054.0,-0.9452934285714286,106.0,"['Comedy', 'Crime', 'Drama']",7.0,48483,[18],En,7.14,7.0,335.0,2011,0.9452934285714286,383000.0
P4,8500.0,347000.0,Another Happy Day,2011-11-18,4000000.0,-3021473.0,-0.75536825,119.0,"['Comedy', 'Drama']",6.0,3793,"[35, 18]",En,5.473,6.1,60.0,2011,0.75536825,355500.0
Ifc,328000.0,0.0,Super,2011-04-01,2500000.0,-1906067.0,-0.7624268,96.0,"['Action', 'Comedy', 'Drama']",6.8,70604,"[35, 28, 18]",En,11.36,6.6,726.0,2011,0.7624268,328000.0
Fd,304000.0,0.0,In The Land Of Blood And Honey,2011-12-23,13000000.0,-12490807.0,-0.9608313076923077,127.0,"['Drama', 'Romance', 'War']",4.4,32776,"[18, 10749, 10752]",En,5.099,6.1,83.0,2011,0.9608313076923077,304000.0
Magn.,100000.0,0.0,Rubber,2011-04-01,500000.0,180914.0,0.361828,82.0,"['Comedy', 'Fantasy', 'Horror']",5.8,31316,"[35, 18, 14, 27, 9648]",En,8.319,5.9,417.0,2011,0.361828,100000.0
Magn.,100000.0,0.0,Rubber,2011-04-01,500000.0,180914.0,0.361828,82.0,"['Comedy', 'Fantasy', 'Horror']",5.8,31316,"[35, 18, 14, 27, 9648]",En,8.319,5.9,417.0,2011,0.361828,100000.0
Anch.,77200.0,0.0,Beautiful Boy,2018-10-12,25000000.0,-11968576.0,-0.47874304,120.0,"['Biography', 'Drama']",7.3,30368,[18],En,5.872,6.0,47.0,2018,0.47874304,77200.0
Anch.,77200.0,0.0,Beautiful Boy,2018-10-12,25000000.0,-11968576.0,-0.47874304,120.0,"['Biography', 'Drama']",7.3,30368,[18],En,17.409,7.6,500.0,2018,0.47874304,77200.0
Foxs,46500.0,0.0,Margaret,2011-09-30,14000000.0,-13376708.0,-0.9554791428571429,150.0,['Drama'],6.5,14708,[18],En,8.747,6.3,138.0,2011,0.9554791428571429,46500.0
Ifc,33200.0,0.0,Stake Land,2011-04-22,4000000.0,-3320518.0,-0.8301295,98.0,"['Drama', 'Horror', 'Sci-Fi']",6.5,38749,"[18, 27, 878]",En,8.799,6.2,415.0,2011,0.8301295,33200.0
Anch.,30700.0,0.0,The Son Of No One,2011-11-04,15000000.0,-13851422.0,-0.9234281333333333,90.0,"['Action', 'Crime', 'Drama']",5.1,15743,"[18, 53, 80]",En,7.586,5.1,156.0,2011,0.9234281333333333,30700.0
Anch.,17500.0,0.0,5 Days Of War,2011-08-19,12000000.0,-11912207.0,-0.9926839166666667,113.0,"['Action', 'Drama', 'War']",5.6,13089,"[10752, 18]",En,8.689,5.7,102.0,2011,0.9926839166666667,17500.0
Alp,2800.0,0.0,Blood Ties,2014-03-21,26000000.0,-23076041.0,-0.8875400384615385,127.0,"['Action', 'Crime', 'Drama']",6.5,17771,"[53, 80, 18]",En,12.003,6.1,268.0,2014,0.8875400384615385,2800.0
Sony,304400000.0,804200000.0,Skyfall,2012-11-08,200000000.0,910526981.0,4.552634905,143.0,"['Action', 'Adventure', 'Thriller']",7.8,592221,"[28, 12, 53]",En,19.27,7.1,10441.0,2012,4.552634905,1108600000.0
Wb,448100000.0,636800000.0,The Dark Knight Rises,2012-07-20,275000000.0,809439099.0,2.9434149054545453,164.0,"['Action', 'Thriller']",8.4,1387769,"[28, 80, 18, 53]",En,26.22,7.7,13933.0,2012,2.9434149054545453,1084900000.0
Wb (Nl),303000000.0,718100000.0,The Hobbit: An Unexpected Journey,2012-12-14,250000000.0,767003568.0,3.068014272,169.0,"['Adventure', 'Family', 'Fantasy']",7.9,719629,"[12, 14, 28]",En,26.939,7.2,12076.0,2012,3.068014272,1021100000.0
Fox,161300000.0,715900000.0,Ice Age: Continental Drift,2012-07-13,95000000.0,784765137.0,8.26068565263158,88.0,"['Adventure', 'Animation', 'Comedy']",6.6,175601,"[16, 35, 12, 10751]",En,17.537,6.3,4598.0,2012,8.26068565263158,877200000.0
Sony,262000000.0,495900000.0,The Amazing Spider-Man,2012-07-03,220000000.0,537890267.0,2.444955759090909,136.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,525632,"[28, 12, 14]",En,24.391,6.5,10411.0,2012,2.444955759090909,757900000.0
P/Dw,216400000.0,530500000.0,Madagascar 3: Europe'S Most Wanted,2012-06-08,145000000.0,601921271.0,4.151181179310345,93.0,"['Adventure', 'Animation', 'Comedy']",6.8,146858,"[16, 10751, 35]",En,18.705,6.5,3380.0,2012,4.151181179310345,746900000.0
Lgf,408000000.0,286400000.0,The Hunger Games,2012-03-23,80000000.0,597923379.0,7.4740422375,142.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,795227,"[878, 12, 14]",En,14.212,7.1,14587.0,2012,7.4740422375,694400000.0
Fox,125000000.0,484000000.0,Life Of Pi,2012-11-21,120000000.0,500912003.0,4.174266691666666,127.0,"['Adventure', 'Drama', 'Fantasy']",7.9,535836,"[12, 18, 28]",En,15.0,7.3,8723.0,2012,4.174266691666666,609000000.0
Uni.,218800000.0,330600000.0,Ted,2012-06-29,50000000.0,506016627.0,10.12033254,106.0,"['Comedy', 'Fantasy']",6.9,538367,"[35, 14]",En,14.475,6.3,7727.0,2012,10.12033254,549400000.0
Bv,237300000.0,303200000.0,Brave,2012-06-22,185000000.0,369606532.0,1.997873145945946,93.0,"['Adventure', 'Animation', 'Comedy']",7.1,338728,[28],Th,0.6,5.0,1.0,2012,1.997873145945946,540500000.0
Bv,237300000.0,303200000.0,Brave,2012-06-22,185000000.0,369606532.0,1.997873145945946,93.0,"['Adventure', 'Animation', 'Comedy']",7.1,338728,"[16, 12, 35, 10751, 28, 14]",En,18.908,6.9,8116.0,2012,1.997873145945946,540500000.0
Bv,189400000.0,281800000.0,Wreck-It Ralph,2012-11-02,165000000.0,331511521.0,2.0091607333333332,101.0,"['Adventure', 'Animation', 'Comedy']",7.7,344496,"[10751, 16, 35, 12]",En,22.967,7.3,7780.0,2012,2.0091607333333332,471200000.0
Wein.,162800000.0,262600000.0,Django Unchained,2012-12-25,100000000.0,349948323.0,3.49948323,165.0,"['Drama', 'Western']",8.4,1211405,"[18, 37]",En,21.26,8.0,15725.0,2012,3.49948323,425400000.0
Fox,126500000.0,276900000.0,Prometheus,2012-06-08,125000000.0,277448265.0,2.21958612,124.0,"['Adventure', 'Mystery', 'Sci-Fi']",7.0,538720,"[878, 12, 9648]",En,24.98,6.4,7384.0,2012,2.21958612,403400000.0
Uni.,155300000.0,241300000.0,Snow White And The Huntsman,2012-06-01,170000000.0,231021746.0,1.3589514470588235,127.0,"['Action', 'Adventure', 'Drama']",6.1,258938,"[12, 14, 18]",En,21.233,5.9,5258.0,2012,1.3589514470588235,396600000.0
Fox,139900000.0,236300000.0,Taken 2,2012-10-05,45000000.0,332807404.0,7.395720088888889,92.0,"['Action', 'Thriller']",6.3,273106,"[28, 80, 53]",En,16.078,6.2,4035.0,2012,7.395720088888889,376200000.0
Sony,148300000.0,210100000.0,Hotel Transylvania,2012-09-28,85000000.0,293505812.0,3.4530095529411766,91.0,"['Animation', 'Comedy', 'Family']",7.1,204571,"[16, 35, 10751, 14]",En,15.318,6.9,5013.0,2012,3.4530095529411766,358400000.0
Wb (Nl),103900000.0,231400000.0,Journey 2: The Mysterious Island,2012-02-10,79000000.0,239146162.0,3.027166607594937,94.0,"['Action', 'Adventure', 'Comedy']",5.8,83507,"[12, 28, 878]",En,14.454,5.9,2152.0,2012,3.027166607594937,335300000.0
Lgf,85000000.0,229900000.0,The Expendables 2,2012-08-17,100000000.0,211979256.0,2.11979256,103.0,"['Action', 'Adventure', 'Thriller']",6.6,277584,"[28, 12, 53]",En,17.216,6.2,4219.0,2012,2.11979256,314900000.0
P/Dw,103400000.0,203500000.0,Rise Of The Guardians,2012-11-21,145000000.0,161900902.0,1.1165579448275862,97.0,"['Action', 'Adventure', 'Animation']",7.3,145281,"[16, 10751, 14]",En,14.934,7.3,3697.0,2012,1.1165579448275862,306900000.0
Wb,83700000.0,221600000.0,Wrath Of The Titans,2012-03-30,150000000.0,155270083.0,1.0351338866666666,99.0,"['Action', 'Adventure', 'Fantasy']",5.7,172330,"[14, 12, 28]",En,14.991,5.6,2442.0,2012,1.0351338866666666,305300000.0
Uni.,65400000.0,237600000.0,Battleship,2012-05-18,220000000.0,93477717.0,0.4248987136363636,131.0,"['Action', 'Adventure', 'Sci-Fi']",5.8,225342,"[53, 28, 12, 878]",En,21.742,5.6,3240.0,2012,0.4248987136363636,303000000.0
Bv,73100000.0,211100000.0,John Carter,2012-03-09,275000000.0,7778100.0,0.028284,132.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,241792,"[28, 12, 878]",En,18.549,6.1,3338.0,2012,0.028284,284200000.0
Uni.,113200000.0,162900000.0,The Bourne Legacy,2012-08-10,125000000.0,155355920.0,1.24284736,135.0,"['Action', 'Adventure', 'Thriller']",6.7,268678,"[28, 53]",En,18.05,6.1,3630.0,2012,1.24284736,276100000.0
Bv,182200000.0,93100000.0,Lincoln,2012-11-09,65000000.0,208346281.0,3.2053274,150.0,"['Biography', 'Drama', 'History']",7.4,228701,"[36, 18]",En,12.693,6.8,2261.0,2012,3.2053274,275300000.0
Wb,79700000.0,165800000.0,Dark Shadows,2012-05-11,150000000.0,88202668.0,0.5880177866666667,113.0,"['Comedy', 'Fantasy', 'Horror']",6.2,229818,"[35, 14]",En,15.75,5.9,4197.0,2012,0.5880177866666667,245500000.0
Sgem,42300000.0,197700000.0,Resident Evil: Retribution,2012-09-14,65000000.0,175647629.0,2.7022712153846156,95.0,"['Action', 'Horror', 'Sci-Fi']",5.4,125191,"[28, 27, 878]",En,1.325,5.7,2321.0,2012,2.7022712153846156,240000000.0
Wein.,132100000.0,104300000.0,Silver Linings Playbook,2012-11-16,21000000.0,215412453.0,10.257735857142857,122.0,"['Comedy', 'Drama', 'Romance']",7.7,621018,"[18, 35, 10749]",En,15.351,7.1,7636.0,2012,10.257735857142857,236400000.0
Uni.,57000000.0,178000000.0,American Reunion,2012-04-06,50000000.0,186799211.0,3.73598422,113.0,['Comedy'],6.7,192250,[35],En,17.199,6.2,2679.0,2012,3.73598422,235000000.0
Wb,136000000.0,96300000.0,Argo,2012-10-12,44500000.0,182640757.0,4.104286674157303,120.0,"['Biography', 'Drama', 'Thriller']",7.7,534683,"[18, 53]",En,15.793,7.2,5127.0,2012,4.104286674157303,232300000.0
Par.,80100000.0,138300000.0,Jack Reacher,2012-12-21,60000000.0,157370736.0,2.6228456,130.0,"['Action', 'Crime', 'Thriller']",7.0,284547,"[80, 18, 53, 28]",En,18.312,6.4,4155.0,2012,2.6228456,218400000.0
Uni.,126400000.0,81700000.0,Safe House,2012-02-10,85000000.0,123542162.0,1.4534372,115.0,"['Action', 'Adventure', 'Crime']",6.8,192655,"[28, 53]",En,13.116,6.4,1997.0,2012,1.4534372,208100000.0
Sony,138400000.0,63100000.0,21 Jump Street,2012-03-16,42000000.0,160812429.0,3.8288673571428573,109.0,"['Action', 'Comedy', 'Crime']",7.2,477771,"[28, 35, 80]",En,14.836,6.8,6527.0,2012,3.8288673571428573,201500000.0
Sgem,125000000.0,71100000.0,The Vow,2012-02-10,30000000.0,167618160.0,5.587272,104.0,"['Drama', 'Romance']",6.8,173629,"[18, 10749]",En,13.046,7.1,2409.0,2012,5.587272,196100000.0
Rela.,64900000.0,118100000.0,Mirror Mirror,2012-03-30,85000000.0,88613482.0,1.0425115529411764,106.0,"['Adventure', 'Comedy', 'Drama']",5.6,79510,"[12, 35, 18, 10751, 14]",En,13.221,5.8,2099.0,2012,1.0425115529411764,183000000.0
Lg/S,19000000.0,161300000.0,The Impossible,2012-12-21,40000000.0,129590606.0,3.23976515,114.0,"['Drama', 'History', 'Thriller']",7.6,177762,"[53, 18]",En,14.66,7.2,3614.0,2012,3.23976515,180300000.0
