studio,bom_domestic_gross,bom_foreign_gross,title_clean,release_date_x,tn_production_budget,profit,roi,runtime_minutes,genres,averagerating,numvotes,genre_ids,original_language,popularity,vote_average,vote_count,release_year,roi_abs,bom_worldwide_gross
Fox,15800000.0,21100000.0,Devil'S Due,2014-01-17,7000000.0,29146087.0,4.163726714285715,89.0,"['Horror', 'Mystery', 'Thriller']",4.1,15502,[27],En,5.893,4.5,303.0,2014,4.163726714285715,36900000.0
Ratt.,17200000.0,19000000.0,A Most Wanted Man,2014-07-25,15000000.0,21068890.0,1.4045926666666666,122.0,"['Crime', 'Drama', 'Thriller']",6.8,67914,[53],En,10.267,6.5,784.0,2014,1.4045926666666666,36200000.0
Rela.,26800000.0,9200000.0,The Best Of Me,2014-10-17,26000000.0,15059418.0,0.5792083846153846,118.0,"['Drama', 'Romance']",6.7,59750,"[18, 10749]",En,8.622,7.3,1512.0,2014,0.5792083846153846,36000000.0
Uni.,30700000.0,2700000.0,Get On Up,2014-08-01,30000000.0,3339868.0,0.11132893333333334,139.0,"['Biography', 'Drama', 'Music']",6.9,19024,"[18, 10402]",En,6.288,6.7,251.0,2014,0.11132893333333334,33400000.0
Rela.,25000000.0,7500000.0,The November Man,2014-08-27,15000000.0,19820335.0,1.3213556666666666,108.0,"['Action', 'Crime', 'Thriller']",6.3,59293,"[80, 28, 53]",En,17.747,6.1,852.0,2014,1.3213556666666666,32500000.0
Tris,30100000.0,0.0,When The Game Stands Tall,2014-08-22,15000000.0,15138912.0,1.0092608,115.0,"['Drama', 'Family', 'Sport']",6.7,14498,[18],En,6.08,6.6,185.0,2014,1.0092608,30100000.0
Lg/S,28800000.0,620000.0,Draft Day,2014-04-11,25000000.0,4847480.0,0.1938992,110.0,"['Drama', 'Sport']",6.8,48812,[18],En,10.581,6.6,460.0,2014,0.1938992,29420000.0
Wein.,14500000.0,14800000.0,Big Eyes,2014-12-25,10000000.0,17317872.0,1.7317872,106.0,"['Biography', 'Crime', 'Drama']",7.0,77447,[18],En,12.017,7.0,2153.0,2014,1.7317872,29300000.0
Par.,25300000.0,800000.0,Top Five,2014-12-12,12000000.0,14001741.0,1.16681175,102.0,"['Comedy', 'Romance']",6.4,24744,"[18, 35]",En,6.322,6.3,281.0,2014,1.16681175,26100000.0
Ce,15200000.0,10200000.0,And So It Goes,2014-07-25,18000000.0,-79987.0,-0.004443722222222222,94.0,"['Comedy', 'Drama', 'Romance']",5.8,11597,"[35, 18, 10749]",En,8.235,5.9,264.0,2014,0.004443722222222222,25400000.0
Orf,17300000.0,6600000.0,A Haunted House 2,2014-04-18,4000000.0,17206861.0,4.30171525,86.0,"['Comedy', 'Fantasy']",4.7,18085,"[35, 27]",En,6.948,5.5,597.0,2014,4.30171525,23900000.0
Wein.,4400000.0,17900000.0,The Railway Man,2014-04-11,18000000.0,5910210.0,0.328345,116.0,"['Biography', 'Drama', 'Romance']",7.1,34586,"[18, 36]",En,9.582,6.9,408.0,2014,0.328345,22300000.0
Spc,4000000.0,18200000.0,Mr. Turner,2014-12-19,14000000.0,11187026.0,0.7990732857142857,150.0,"['Biography', 'Drama', 'History']",6.8,22661,"[36, 18]",En,7.884,6.5,301.0,2014,0.7990732857142857,22200000.0
Par.,13400000.0,6900000.0,Labor Day,2014-01-31,18000000.0,-3810190.0,-0.2116772222222222,111.0,"['Drama', 'Romance']",6.9,39242,[18],En,9.258,6.9,546.0,2014,0.2116772222222222,20300000.0
Foxs,10700000.0,7900000.0,The Drop,2014-09-12,12600000.0,6454534.0,0.5122646031746032,106.0,"['Crime', 'Drama']",7.1,132161,"[18, 80]",En,14.795,6.7,1215.0,2014,0.5122646031746032,18600000.0
Lgf,17400000.0,0.0,Addicted,2014-10-10,5000000.0,12499242.0,2.4998484,106.0,"['Drama', 'Thriller']",5.2,7640,"[18, 53]",En,8.295,5.3,103.0,2014,2.4998484,17400000.0
Ce,3200000.0,12200000.0,Before I Go To Sleep,2014-10-31,22000000.0,-2436421.0,-0.11074640909090909,92.0,"['Drama', 'Horror', 'Mystery']",6.3,64684,"[9648, 53]",En,16.07,6.4,1098.0,2014,0.11074640909090909,15400000.0
Wb,8100000.0,6600000.0,Inherent Vice,2014-12-12,20000000.0,-5227654.0,-0.2613827,148.0,"['Comedy', 'Crime', 'Drama']",6.7,83346,"[35, 10749, 80, 18, 9648]",En,14.244,6.6,1359.0,2014,0.2613827,14700000.0
Wb,8100000.0,6600000.0,Inherent Vice,2014-12-12,20000000.0,-5227654.0,-0.2613827,148.0,"['Comedy', 'Crime', 'Drama']",6.7,83346,"[35, 10749, 80, 18, 9648]",En,14.244,6.6,1359.0,2014,0.2613827,14700000.0
A24,5700000.0,6300000.0,A Most Violent Year,2014-12-31,20000000.0,-11153125.0,-0.55765625,125.0,"['Crime', 'Drama', 'Thriller']",7.0,60165,"[80, 18, 53]",En,12.271,6.6,792.0,2014,0.55765625,12000000.0
A24,5700000.0,6300000.0,A Most Violent Year,2014-12-31,20000000.0,-11153125.0,-0.55765625,125.0,"['Crime', 'Drama', 'Thriller']",7.0,60165,"[80, 18, 53]",En,12.271,6.6,792.0,2014,0.55765625,12000000.0
Ifc,964000.0,9300000.0,The Babadook,2014-11-28,2000000.0,5482387.0,2.7411935,94.0,"['Drama', 'Horror']",6.8,171411,"[18, 27]",En,11.502,6.4,3528.0,2014,2.7411935,10264000.0
Wein.,2000000.0,3800000.0,The Immigrant,2014-05-16,16000000.0,-8414989.0,-0.5259368125,120.0,"['Drama', 'Romance']",6.6,26618,"[18, 10749]",En,8.145,6.2,438.0,2014,0.5259368125,5800000.0
Focus,3600000.0,1900000.0,Wish I Was Here,2014-07-18,6000000.0,591365.0,0.09856083333333333,106.0,"['Comedy', 'Drama']",6.7,34907,"[18, 35]",En,7.845,6.6,440.0,2014,0.09856083333333333,5500000.0
Ratt.,5300000.0,0.0,The Skeleton Twins,2014-09-12,1000000.0,4797192.0,4.797192,93.0,"['Comedy', 'Drama', 'Romance']",6.8,36793,[18],En,10.341,6.7,394.0,2014,4.797192,5300000.0
Ratt.,4400000.0,0.0,Dear White People,2014-10-17,1250000.0,4153771.0,3.3230168,108.0,"['Comedy', 'Drama', 'Romance']",6.1,23321,"[35, 18]",En,7.455,6.1,296.0,2014,3.3230168,4400000.0
Spc,4200000.0,0.0,The Lunchbox,2014-02-28,1700000.0,10531500.0,6.195,104.0,"['Drama', 'Romance']",7.8,42618,"[18, 10749]",Hi,5.888,7.3,350.0,2014,6.195,4200000.0
Mbox,3800000.0,0.0,Ida,2014-05-02,2600000.0,12698355.0,4.8839826923076926,82.0,['Drama'],7.4,46819,[18],Pl,7.568,7.3,455.0,2014,4.8839826923076926,3800000.0
Wb,3300000.0,195000.0,Veronica Mars,2014-03-14,6000000.0,-2514617.0,-0.4191028333333333,107.0,"['Crime', 'Drama', 'Mystery']",6.8,46751,"[35, 18, 80]",En,7.821,6.7,699.0,2014,0.4191028333333333,3495000.0
Ratt.,3500000.0,0.0,Mommy,2015-01-23,4900000.0,12636004.0,2.5787763265306123,139.0,['Drama'],8.1,43020,[18],En,11.095,8.3,1399.0,2015,2.5787763265306123,3500000.0
A24,1100000.0,2100000.0,The Rover,2014-06-13,8500000.0,-5319748.0,-0.625852705882353,103.0,"['Action', 'Crime', 'Drama']",6.4,40576,"[80, 18]",En,13.528,6.2,435.0,2014,0.625852705882353,3200000.0
Orf,3100000.0,0.0,Rosewater,2014-11-14,10000000.0,-6814283.0,-0.6814283,103.0,"['Biography', 'Drama']",6.6,9836,[18],En,9.019,6.7,121.0,2014,0.6814283,3100000.0
A24,3100000.0,0.0,Obvious Child,2014-06-06,1000000.0,2324070.0,2.32407,84.0,"['Comedy', 'Drama', 'Romance']",6.8,21536,"[35, 10749]",En,8.232,6.7,256.0,2014,2.32407,3100000.0
Focus,2500000.0,0.0,Kill The Messenger,2014-10-10,5000000.0,1656705.0,0.331341,112.0,"['Biography', 'Crime', 'Drama']",7.0,41231,"[53, 80, 18, 9648]",En,10.062,6.6,507.0,2014,0.331341,2500000.0
Saban,2400000.0,0.0,The Homesman,2014-11-14,16000000.0,-7782429.0,-0.4864018125,122.0,"['Drama', 'Western']",6.6,27724,"[37, 18]",En,8.232,6.5,389.0,2014,0.4864018125,2400000.0
A24,1800000.0,0.0,Tusk,2014-09-19,3000000.0,-1112446.0,-0.37081533333333333,102.0,"['Comedy', 'Drama', 'Horror']",5.3,40827,"[35, 27, 18, 53]",En,8.655,5.3,601.0,2014,0.37081533333333333,1800000.0
A24,1400000.0,0.0,Locke,2014-04-25,2000000.0,88390.0,0.044195,85.0,['Drama'],7.1,120703,"[18, 53]",En,9.128,6.9,1370.0,2014,0.044195,1400000.0
Dr,800.0,1100000.0,Jackpot,2001-07-27,400000.0,-355548.0,-0.88887,86.0,"['Action', 'Comedy', 'Crime']",6.6,2941,[35],En,0.6,6.0,1.0,2001,0.88887,1100800.0
Dr,800.0,1100000.0,Jackpot,2001-07-27,400000.0,-355548.0,-0.88887,86.0,"['Action', 'Comedy', 'Crime']",6.6,2941,"[28, 35, 80]",No,2.864,6.1,18.0,2001,0.88887,1100800.0
Trib.,768000.0,0.0,Palo Alto,2014-05-09,1000000.0,156309.0,0.156309,100.0,['Drama'],6.2,25402,[18],En,7.262,6.4,528.0,2014,0.156309,768000.0
Trib.,768000.0,0.0,Palo Alto,2014-05-09,1000000.0,156309.0,0.156309,100.0,['Drama'],6.2,25402,[18],En,7.262,6.4,528.0,2014,0.156309,768000.0
Foxs,524000.0,0.0,Dom Hemingway,2014-04-02,7000000.0,-5142542.0,-0.7346488571428571,93.0,"['Comedy', 'Crime', 'Drama']",6.2,24557,"[35, 80, 18]",En,7.254,5.8,302.0,2014,0.7346488571428571,524000.0
Ifc,350000.0,0.0,The Face Of Love,2014-03-07,4000000.0,-2841123.0,-0.71028075,92.0,"['Drama', 'Mystery', 'Romance']",6.2,4710,"[18, 10749]",En,5.519,6.1,68.0,2014,0.71028075,350000.0
Xl,341000.0,0.0,Jimi: All Is By My Side,2014-09-26,5000000.0,-4072926.0,-0.8145852,118.0,"['Biography', 'Drama', 'Music']",5.7,5726,"[18, 10402]",En,6.461,5.5,96.0,2014,0.8145852,341000.0
Foxs,336000.0,0.0,I Origins,2014-07-18,1000000.0,-147601.0,-0.147601,106.0,"['Drama', 'Romance', 'Sci-Fi']",7.4,104718,"[878, 18]",En,8.459,7.6,1814.0,2014,0.147601,336000.0
Gold.,58300.0,0.0,Rudderless,2014-10-17,5000000.0,-4432781.0,-0.8865562,105.0,"['Comedy', 'Drama', 'Music']",7.5,16303,"[10402, 18, 35]",En,8.03,7.4,149.0,2014,0.8865562,58300.0
Eone,18600.0,0.0,Two Night Stand,2014-09-26,1600000.0,-731919.0,-0.457449375,86.0,"['Comedy', 'Romance']",6.4,60510,"[10749, 35]",En,9.191,6.5,1241.0,2014,0.457449375,18600.0
Rtwc,13800.0,0.0,13 Sins,2014-04-18,4000000.0,-3952448.0,-0.988112,93.0,"['Horror', 'Thriller']",6.3,29550,"[27, 53]",En,10.899,6.3,576.0,2014,0.988112,13800.0
Ifc,13300.0,0.0,Camp X-Ray,2014-10-17,1000000.0,-898947.0,-0.898947,117.0,"['Drama', 'War']",6.9,36700,[18],En,15.237,6.8,618.0,2014,0.898947,13300.0
Ke,12100.0,0.0,Wolves,2014-11-14,18000000.0,-17905047.0,-0.9947248333333333,91.0,"['Action', 'Fantasy', 'Horror']",5.3,7312,"[27, 28]",En,8.627,5.8,151.0,2014,0.9947248333333333,12100.0
Ke,12100.0,0.0,Wolves,2014-11-14,18000000.0,-17905047.0,-0.9947248333333333,91.0,"['Action', 'Fantasy', 'Horror']",5.3,7312,[18],En,4.27,5.8,22.0,2014,0.9947248333333333,12100.0
Ke,12100.0,0.0,Wolves,2014-11-14,18000000.0,-17905047.0,-0.9947248333333333,91.0,"['Action', 'Fantasy', 'Horror']",5.3,7312,[18],En,4.27,5.8,22.0,2014,0.9947248333333333,12100.0
Free,11800.0,0.0,Falcon Rising,2014-09-04,4500000.0,-4488226.0,-0.9973835555555556,103.0,"['Action', 'Adventure']",5.8,6955,"[12, 28]",En,10.059,5.8,126.0,2014,0.9973835555555556,11800.0
Ve,4300.0,0.0,Anna,2014-06-06,4357373.0,-3157373.0,-0.7246047102233387,99.0,"['Drama', 'Mystery', 'Sci-Fi']",6.5,19733,[27],En,1.463,3.1,8.0,2014,0.7246047102233387,4300.0
Uni.,652300000.0,0.0,Jurassic World,2015-06-12,215000000.0,1433854864.0,6.669092390697674,124.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,539338,"[28, 12, 878, 53]",En,20.709,6.6,14056.0,2015,6.669092390697674,652300000.0
Uni.,353000000.0,0.0,Furious 7,2015-04-03,190000000.0,1328722794.0,6.9932778631578945,137.0,"['Action', 'Crime', 'Thriller']",7.2,335074,"[28, 80, 53]",En,20.396,7.3,6538.0,2015,6.9932778631578945,353000000.0
Bv,459000000.0,946400000.0,Avengers: Age Of Ultron,2015-05-01,330600000.0,1072413963.0,3.2438413883847548,141.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,665594,"[28, 12, 878]",En,44.383,7.3,13457.0,2015,3.2438413883847548,1405400000.0
Uni.,336000000.0,823400000.0,Minions,2015-07-10,74000000.0,1086336173.0,14.680218554054054,91.0,"['Adventure', 'Animation', 'Comedy']",6.4,193917,"[10751, 16, 12, 35]",En,9.338,6.4,7343.0,2015,14.680218554054054,1159400000.0
Sony,200100000.0,680600000.0,Spectre,2015-11-06,300000000.0,579620923.0,1.9320697433333334,148.0,"['Action', 'Adventure', 'Thriller']",6.8,352504,"[28, 12, 80]",En,30.318,6.4,6719.0,2015,1.9320697433333334,880700000.0
Sony,200100000.0,680600000.0,Spectre,2015-11-06,300000000.0,579620923.0,1.9320697433333334,148.0,"['Action', 'Adventure', 'Thriller']",6.8,352504,"[28, 12, 80]",En,30.318,6.4,6719.0,2015,1.9320697433333334,880700000.0
Bv,356500000.0,501100000.0,Inside Out,2015-06-19,175000000.0,679235992.0,3.881348525714286,95.0,"['Adventure', 'Animation', 'Comedy']",8.2,536181,"[18, 80]",En,4.758,4.4,18.0,2015,3.881348525714286,857600000.0
Bv,356500000.0,501100000.0,Inside Out,2015-06-19,175000000.0,679235992.0,3.881348525714286,95.0,"['Adventure', 'Animation', 'Comedy']",8.2,536181,"[18, 35, 16, 10751]",En,24.797,8.0,12691.0,2015,3.881348525714286,857600000.0
Lgf,281700000.0,371700000.0,The Hunger Games: Mockingjay - Part 2,2015-11-20,160000000.0,488986787.0,3.05616741875,137.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,252384,"[28, 12, 878]",En,19.487,6.8,7609.0,2015,3.05616741875,653400000.0
Lgf,281700000.0,371700000.0,The Hunger Games: Mockingjay - Part 2,2015-11-20,160000000.0,488986787.0,3.05616741875,137.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,252384,"[28, 12, 878]",En,19.487,6.8,7609.0,2015,3.05616741875,653400000.0
Fox,228400000.0,401700000.0,The Martian,2015-10-02,108000000.0,547271443.0,5.067328175925926,144.0,"['Adventure', 'Drama', 'Sci-Fi']",8.0,680116,"[18, 12, 878]",En,22.856,7.7,12172.0,2015,5.067328175925926,630100000.0
Fox,228400000.0,401700000.0,The Martian,2015-10-02,108000000.0,547271443.0,5.067328175925926,144.0,"['Adventure', 'Drama', 'Sci-Fi']",8.0,680116,"[18, 12, 878]",En,22.856,7.7,12172.0,2015,5.067328175925926,630100000.0
Uni.,166200000.0,404800000.0,Fifty Shades Of Grey,2015-02-13,40000000.0,530998101.0,13.274952525,125.0,"['Drama', 'Romance', 'Thriller']",4.1,279126,"[18, 10749, 53]",En,21.229,5.4,6451.0,2015,13.274952525,571000000.0
Fox,183600000.0,349300000.0,The Revenant,2015-12-25,135000000.0,397938302.0,2.947691125925926,156.0,"['Action', 'Adventure', 'Biography']",8.0,621193,"[37, 18, 12]",En,19.41,7.4,11064.0,2015,2.947691125925926,532900000.0
Fox,183600000.0,349300000.0,The Revenant,2015-12-25,135000000.0,397938302.0,2.947691125925926,156.0,"['Action', 'Adventure', 'Biography']",8.0,621193,"[37, 18, 12]",En,19.41,7.4,11064.0,2015,2.947691125925926,532900000.0
Bv,180200000.0,339100000.0,Ant-Man,2015-07-17,130000000.0,388858449.0,2.9912188384615384,117.0,"['Action', 'Adventure', 'Comedy']",7.3,501213,"[878, 28, 12]",En,32.715,7.1,11949.0,2015,2.9912188384615384,519300000.0
Sony,169700000.0,305100000.0,Hotel Transylvania 2,2015-09-25,80000000.0,389500298.0,4.868753725,89.0,"['Animation', 'Comedy', 'Family']",6.7,92905,"[16, 35, 10751, 14]",En,16.553,6.7,3184.0,2015,4.868753725,474800000.0
Wb (Nl),155200000.0,318800000.0,San Andreas,2015-05-29,110000000.0,346258539.0,3.1478049,114.0,"['Action', 'Adventure', 'Drama']",6.1,192750,"[28, 18, 53]",En,27.414,6.1,5125.0,2015,3.1478049,474000000.0
Fox,128300000.0,286100000.0,Kingsman: The Secret Service,2015-02-13,94000000.0,310561724.0,3.3038481276595744,129.0,"['Action', 'Adventure', 'Comedy']",7.7,544510,"[80, 35, 28, 12]",En,26.103,7.6,10287.0,2015,3.3038481276595744,414400000.0
Fox,128300000.0,286100000.0,Kingsman: The Secret Service,2015-02-13,94000000.0,310561724.0,3.3038481276595744,129.0,"['Action', 'Adventure', 'Comedy']",7.7,544510,"[80, 35, 28, 12]",En,26.103,7.6,10287.0,2015,3.3038481276595744,414400000.0
Wb,153600000.0,224800000.0,Mad Max: Fury Road,2015-05-15,150000000.0,220098020.0,1.4673201333333334,120.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,780910,"[28, 12, 878]",En,28.099,7.4,14454.0,2015,1.4673201333333334,378400000.0
Bv,123100000.0,209100000.0,The Good Dinosaur,2015-11-25,187500000.0,146271037.0,0.7801121973333334,93.0,"['Adventure', 'Animation', 'Comedy']",6.7,91465,"[12, 16, 10751]",En,17.675,6.7,3135.0,2015,0.7801121973333334,332200000.0
Bv,123100000.0,209100000.0,The Good Dinosaur,2015-11-25,187500000.0,146271037.0,0.7801121973333334,93.0,"['Adventure', 'Animation', 'Comedy']",6.7,91465,"[12, 16, 10751]",En,17.675,6.7,3135.0,2015,0.7801121973333334,332200000.0
Fox,89300000.0,237200000.0,Taken 3,2015-01-09,48000000.0,279656424.0,5.8261755,108.0,"['Action', 'Thriller']",6.0,165072,"[53, 28]",En,27.679,6.1,3406.0,2015,5.8261755,326500000.0
Par.,163000000.0,162200000.0,The Spongebob Movie: Sponge Out Of Water,2015-02-06,74000000.0,237013181.0,3.2028808243243243,92.0,"['Adventure', 'Animation', 'Comedy']",6.0,43560,"[12, 35, 10751, 14, 16]",En,13.815,5.7,1165.0,2015,3.2028808243243243,325200000.0
Fox,81700000.0,230600000.0,Maze Runner: The Scorch Trials,2015-09-18,61000000.0,249566162.0,4.09124855737705,131.0,"['Action', 'Sci-Fi', 'Thriller']",6.3,201143,"[28, 878, 53]",En,17.31,6.6,6365.0,2015,4.09124855737705,312300000.0
Uni.,184300000.0,103200000.0,Pitch Perfect 2,2015-05-15,29000000.0,258625468.0,8.918119586206897,115.0,"['Comedy', 'Music']",6.4,130692,"[35, 10402]",En,18.469,6.8,3599.0,2015,8.918119586206897,287500000.0
W/Dim.,76300000.0,191800000.0,Paddington,2015-01-16,55000000.0,203789097.0,3.705256309090909,95.0,"['Adventure', 'Comedy', 'Family']",7.2,84679,"[35, 12, 10751]",En,13.565,7.0,1904.0,2015,3.705256309090909,268100000.0
Fox,130199999.0,116100000.0,The Peanuts Movie,2015-11-06,99000000.0,151091610.0,1.5261778787878788,88.0,"['Adventure', 'Animation', 'Comedy']",7.1,39149,"[12, 35, 16, 10751]",En,11.344,6.6,894.0,2015,1.5261778787878788,246299999.0
Fox,130199999.0,116100000.0,The Peanuts Movie,2015-11-06,99000000.0,151091610.0,1.5261778787878788,88.0,"['Adventure', 'Animation', 'Comedy']",7.1,39149,"[12, 35, 16, 10751]",En,11.344,6.6,894.0,2015,1.5261778787878788,246299999.0
Sony,78700000.0,166100000.0,Pixels,2015-07-24,90000000.0,154041804.0,1.7115756,105.0,"['Action', 'Comedy', 'Sci-Fi']",5.6,119789,[878],En,2.172,7.1,35.0,2015,1.7115756,244800000.0
Sony,78700000.0,166100000.0,Pixels,2015-07-24,90000000.0,154041804.0,1.7115756,105.0,"['Action', 'Comedy', 'Sci-Fi']",5.6,119789,"[28, 35, 878]",En,23.029,5.6,4423.0,2015,1.7115756,244800000.0
Fox,85900000.0,148900000.0,Alvin And The Chipmunks: The Road Chip,2015-12-18,90000000.0,159517956.0,1.7724217333333334,92.0,"['Adventure', 'Animation', 'Comedy']",5.1,14507,"[12, 16, 35, 10751]",En,14.973,5.8,852.0,2015,1.7724217333333334,234800000.0
Uni.,81500000.0,135200000.0,Ted 2,2015-06-26,68000000.0,149214143.0,2.194325632352941,115.0,['Comedy'],6.3,165843,[35],En,17.684,6.1,4227.0,2015,2.194325632352941,216700000.0
Bv,93400000.0,115700000.0,Tomorrowland,2015-05-22,170000000.0,36627518.0,0.2154559882352941,130.0,"['Action', 'Adventure', 'Family']",6.4,161343,"[12, 10751, 9648, 878]",En,20.136,6.2,4610.0,2015,0.2154559882352941,209100000.0
Uni.,161200000.0,40400000.0,Straight Outta Compton,2015-08-14,28000000.0,174182981.0,6.22082075,147.0,"['Biography', 'Drama', 'History']",7.9,165307,"[18, 10402]",En,11.731,7.7,2048.0,2015,6.22082075,201600000.0
Uni.,161200000.0,40400000.0,Straight Outta Compton,2015-08-14,28000000.0,174182981.0,6.22082075,147.0,"['Biography', 'Drama', 'History']",7.9,165307,"[18, 10402]",En,11.731,7.7,2048.0,2015,6.22082075,201600000.0
Wb,75800000.0,118800000.0,The Intern,2015-09-25,40000000.0,157115710.0,3.92789275,121.0,"['Comedy', 'Drama']",7.1,191494,[35],En,14.377,7.1,3373.0,2015,3.92789275,194600000.0
Wb,47400000.0,136600000.0,Jupiter Ascending,2015-02-06,179000000.0,2982519.0,0.016662117318435754,127.0,"['Action', 'Adventure', 'Sci-Fi']",5.3,166327,"[878, 14, 28, 12]",En,24.058,5.3,4401.0,2015,0.016662117318435754,184000000.0
Wb (Nl),109800000.0,63800000.0,Creed,2015-11-25,37000000.0,136567581.0,3.691015702702703,133.0,"['Drama', 'Sport']",7.6,224671,[18],En,16.356,7.3,4010.0,2015,3.691015702702703,173600000.0
Wb (Nl),109800000.0,63800000.0,Creed,2015-11-25,37000000.0,136567581.0,3.691015702702703,133.0,"['Drama', 'Sport']",7.6,224671,[18],En,16.356,7.3,4010.0,2015,3.691015702702703,173600000.0
Fox,56100000.0,111900000.0,Fantastic Four,2015-08-07,120000000.0,47849187.0,0.398743225,100.0,"['Action', 'Adventure', 'Drama']",4.3,140148,"[28, 12, 878]",En,16.36,4.4,3837.0,2015,0.398743225,168000000.0
Fox,56100000.0,111900000.0,Fantastic Four,2005-07-08,87500000.0,245632750.0,2.8072314285714284,100.0,"['Action', 'Adventure', 'Drama']",4.3,140148,"[28, 12, 878]",En,16.36,4.4,3837.0,2005,2.8072314285714284,168000000.0
Bv,72300000.0,93200000.0,Bridge Of Spies,2015-10-16,40000000.0,122498338.0,3.06245845,142.0,"['Drama', 'History', 'Thriller']",7.6,263004,"[53, 18]",En,12.836,7.2,4313.0,2015,3.06245845,165500000.0
Bv,72300000.0,93200000.0,Bridge Of Spies,2015-10-16,40000000.0,122498338.0,3.06245845,142.0,"['Drama', 'History', 'Thriller']",7.6,263004,"[53, 18]",En,12.836,7.2,4313.0,2015,3.06245845,165500000.0
Wein.,54100000.0,101600000.0,The Hateful Eight,2015-12-25,62000000.0,85864886.0,1.3849175161290324,168.0,"['Crime', 'Drama', 'Mystery']",7.8,434966,"[80, 18, 9648, 37]",En,20.681,7.7,8065.0,2015,1.3849175161290324,155700000.0
Wein.,54100000.0,101600000.0,The Hateful Eight,2015-12-25,62000000.0,85864886.0,1.3849175161290324,168.0,"['Crime', 'Drama', 'Mystery']",7.8,434966,"[80, 18, 9648, 37]",En,20.681,7.7,8065.0,2015,1.3849175161290324,155700000.0
Sony,80100000.0,70100000.0,Goosebumps,2015-10-16,58000000.0,100905324.0,1.7397469655172413,103.0,"['Adventure', 'Comedy', 'Family']",6.3,72858,"[12, 27, 35]",En,18.957,6.2,2147.0,2015,1.7397469655172413,150200000.0
Sony,80100000.0,70100000.0,Goosebumps,2015-10-16,58000000.0,100905324.0,1.7397469655172413,103.0,"['Adventure', 'Comedy', 'Family']",6.3,72858,"[12, 27, 35]",En,18.957,6.2,2147.0,2015,1.7397469655172413,150200000.0
Lg/S,27400000.0,119600000.0,The Last Witch Hunter,2015-10-23,80000000.0,50818912.0,0.6352364,106.0,"['Action', 'Adventure', 'Fantasy']",6.0,86118,"[14, 28, 12, 878]",En,16.685,5.8,2193.0,2015,0.6352364,147000000.0
Lg/S,27400000.0,119600000.0,The Last Witch Hunter,2015-10-23,80000000.0,50818912.0,0.6352364,106.0,"['Action', 'Adventure', 'Fantasy']",6.0,86118,"[14, 28, 12, 878]",En,16.685,5.8,2193.0,2015,0.6352364,147000000.0
Uni.,110200000.0,30600000.0,Trainwreck,2015-07-17,35000000.0,106123897.0,3.0321113428571427,125.0,"['Comedy', 'Drama', 'Romance']",6.2,121860,"[35, 10749]",En,18.423,5.8,1731.0,2015,3.0321113428571427,140800000.0
Par.,70300000.0,63200000.0,The Big Short,2015-12-11,28000000.0,105162752.0,3.7558125714285713,130.0,"['Biography', 'Comedy', 'Drama']",7.8,309227,"[35, 18]",En,14.327,7.3,4657.0,2015,3.7558125714285713,133500000.0
Wb,35100000.0,93300000.0,Pan,2015-10-09,150000000.0,1525973.0,0.010173153333333334,111.0,"['Adventure', 'Comedy', 'Family']",5.8,55867,"[12, 10751, 14]",En,13.054,5.9,1701.0,2015,0.010173153333333334,128400000.0
Wb,66000000.0,56500000.0,Magic Mike Xxl,2015-07-01,14500000.0,109160597.0,7.528317034482758,115.0,"['Comedy', 'Drama', 'Music']",5.6,48497,"[35, 18]",En,8.681,6.2,1110.0,2015,7.528317034482758,122500000.0
Uni.,17200000.0,97000000.0,Seventh Son,2015-02-06,95000000.0,13874967.0,0.14605228421052632,102.0,"['Action', 'Adventure', 'Fantasy']",5.5,66565,"[12, 14]",En,22.856,5.3,1549.0,2015,0.14605228421052632,114200000.0
Wb,90400000.0,21400000.0,Get Hard,2015-03-27,40000000.0,66511453.0,1.662786325,100.0,"['Comedy', 'Crime']",6.0,111187,[35],En,12.129,6.0,1469.0,2015,1.662786325,111800000.0
Wb,45400000.0,64400000.0,The Man From U.N.C.L.E.,2015-08-14,75000000.0,29949584.0,0.3993277866666667,116.0,"['Action', 'Adventure', 'Comedy']",7.3,240606,"[35, 28, 12]",En,18.956,7.1,3525.0,2015,0.3993277866666667,109800000.0
Sony,71000000.0,36600000.0,Paul Blart: Mall Cop 2,2015-04-17,38000000.0,69650646.0,1.8329117368421053,94.0,"['Action', 'Comedy', 'Crime']",4.4,30828,"[28, 35, 10751]",En,15.941,5.0,900.0,2015,1.8329117368421053,107600000.0
Uni.,87000000.0,18000000.0,Sisters,2015-12-18,30000000.0,76030660.0,2.5343553333333335,118.0,['Comedy'],6.0,58994,[35],En,10.993,5.9,922.0,2015,2.5343553333333335,105000000.0
Wb (Nl),58900000.0,46000000.0,Vacation,2015-07-29,31000000.0,71306500.0,2.300209677419355,99.0,"['Adventure', 'Comedy']",6.1,87582,[18],Hu,0.6,7.0,1.0,2015,2.300209677419355,104900000.0
